URL	chrom://pc-3vxg514/ChromeleonLocal/Data/2025/2025_w24.seq/31208.smp/UV_VIS_2.channel/UV_VIS_2.chm
Channel	UV_VIS_2

Injection Information:
Data Vault	ChromeleonLocal
Sequence	2025_w24
Name	CA8393_2jun_iEDDAC_MeMeTet_over72h
Number	15
Position	BA6
Comment	
Processing Method	General_ILK
Instrument Method	5-100pct_positive_3min
Type	Calibration Standard
Status	Finished
Inject Time	6/9/2025 11:37:00 AM +02:00
Volume (µl)	7.0000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	3.100000
Data Points	931
Detector	UV
Generating Data System	Chromeleon 7.3.2.11814
Exporting Data System	Chromeleon 7.3.2.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.048014
Signal Max.	108.215169
Channel	UV_VIS_2
Driver Name	DAD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.2
Max. Step (s)	0.2
Average Step (s)	0.2

Signal Parameter Information:
Signal Info	WVL:254 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
1.206667	0.2	1.818835
1.210000	0.2	1.822576
1.213333	0.2	1.836168
1.216667	0.2	1.859367
1.220000	0.2	1.888766
1.223333	0.2	1.918851
1.226667	0.2	1.944517
1.230000	0.2	1.963402
1.233333	0.2	1.976134
1.236667	0.2	1.984764
1.240000	0.2	1.991147
1.243333	0.2	1.996356
1.246667	0.2	2.000710
1.250000	0.2	2.003792
1.253333	0.2	2.004804
1.256667	0.2	2.003127
1.260000	0.2	1.998591
1.263333	0.2	1.991802
1.266667	0.2	1.984210
1.270000	0.2	1.977372
1.273333	0.2	1.972501
1.276667	0.2	1.970667
1.280000	0.2	1.972358
1.283333	0.2	1.976706
1.286667	0.2	1.981849
1.290000	0.2	1.986173
1.293333	0.2	1.989004
1.296667	0.2	1.990749
1.300000	0.2	1.993324
1.303333	0.2	2.000213
1.306667	0.2	2.015652
1.310000	0.2	2.043365
1.313333	0.2	2.084842
1.316667	0.2	2.137709
1.320000	0.2	2.195255
1.323333	0.2	2.248008
1.326667	0.2	2.287447
1.330000	0.2	2.309514
1.333333	0.2	2.315214
1.336667	0.2	2.308709
1.340000	0.2	2.295040
1.343333	0.2	2.278556
1.346667	0.2	2.262640
1.350000	0.2	2.250456
1.353333	0.2	2.244959
1.356667	0.2	2.248025
1.360000	0.2	2.260066
1.363333	0.2	2.279871
1.366667	0.2	2.304334
1.370000	0.2	2.329228
1.373333	0.2	2.350933
1.376667	0.2	2.367435
1.380000	0.2	2.378116
1.383333	0.2	2.383215
1.386667	0.2	2.383504
1.390000	0.2	2.380384
1.393333	0.2	2.375915
1.396667	0.2	2.372204
1.400000	0.2	2.370886
1.403333	0.2	2.374033
1.406667	0.2	2.385576
1.410000	0.2	2.410758
1.413333	0.2	2.453520
1.416667	0.2	2.514232
1.420000	0.2	2.589190
1.423333	0.2	2.671775
1.426667	0.2	2.754344
1.430000	0.2	2.829737
1.433333	0.2	2.892179
1.436667	0.2	2.938084
1.440000	0.2	2.966416
1.443333	0.2	2.978111
1.446667	0.2	2.975277
1.450000	0.2	2.960907
1.453333	0.2	2.938977
1.456667	0.2	2.914309
1.460000	0.2	2.891593
1.463333	0.2	2.874075
1.466667	0.2	2.863043
1.470000	0.2	2.858036
1.473333	0.2	2.857389
1.476667	0.2	2.859236
1.480000	0.2	2.862287
1.483333	0.2	2.865985
1.486667	0.2	2.870672
1.490000	0.2	2.877402
1.493333	0.2	2.887098
1.496667	0.2	2.899952
1.500000	0.2	2.915477
1.503333	0.2	2.932836
1.506667	0.2	2.951237
1.510000	0.2	2.970243
1.513333	0.2	2.989583
1.516667	0.2	3.009181
1.520000	0.2	3.030691
1.523333	0.2	3.058844
1.526667	0.2	3.099528
1.530000	0.2	3.155731
1.533333	0.2	3.225567
1.536667	0.2	3.303720
1.540000	0.2	3.384118
1.543333	0.2	3.461886
1.546667	0.2	3.534660
1.550000	0.2	3.604109
1.553333	0.2	3.676810
1.556667	0.2	3.762080
1.560000	0.2	3.866151
1.563333	0.2	3.986023
1.566667	0.2	4.108011
1.570000	0.2	4.213269
1.573333	0.2	4.287432
1.576667	0.2	4.327138
1.580000	0.2	4.338636
1.583333	0.2	4.331597
1.586667	0.2	4.314172
1.590000	0.2	4.292195
1.593333	0.2	4.272029
1.596667	0.2	4.264162
1.600000	0.2	4.283576
1.603333	0.2	4.343742
1.606667	0.2	4.445281
1.610000	0.2	4.567992
1.613333	0.2	4.675867
1.616667	0.2	4.733352
1.620000	0.2	4.721453
1.623333	0.2	4.644074
1.626667	0.2	4.522683
1.630000	0.2	4.384497
1.633333	0.2	4.251927
1.636667	0.2	4.138389
1.640000	0.2	4.051074
1.643333	0.2	3.998625
1.646667	0.2	4.000620
1.650000	0.2	4.091250
1.653333	0.2	4.306277
1.656667	0.2	4.653915
1.660000	0.2	5.090605
1.663333	0.2	5.525959
1.666667	0.2	5.859252
1.670000	0.2	6.023547
1.673333	0.2	6.007906
1.676667	0.2	5.848395
1.680000	0.2	5.603261
1.683333	0.2	5.332685
1.686667	0.2	5.092731
1.690000	0.2	4.944024
1.693333	0.2	4.969265
1.696667	0.2	5.284364
1.700000	0.2	6.023645
1.703333	0.2	7.295280
1.706667	0.2	9.131169
1.710000	0.2	11.464769
1.713333	0.2	14.149855
1.716667	0.2	17.005394
1.720000	0.2	19.860231
1.723333	0.2	22.579591
1.726667	0.2	25.070969
1.730000	0.2	27.277140
1.733333	0.2	29.166229
1.736667	0.2	30.724586
1.740000	0.2	31.952528
1.743333	0.2	32.861530
1.746667	0.2	33.472283
1.750000	0.2	33.813505
1.753333	0.2	33.921713
1.756667	0.2	33.841485
1.760000	0.2	33.624339
1.763333	0.2	33.323012
1.766667	0.2	32.978627
1.770000	0.2	32.603330
1.773333	0.2	32.168601
1.776667	0.2	31.611078
1.780000	0.2	30.857344
1.783333	0.2	29.854565
1.786667	0.2	28.590849
1.790000	0.2	27.098718
1.793333	0.2	25.444323
1.796667	0.2	23.708871
1.800000	0.2	21.969997
1.803333	0.2	20.289011
1.806667	0.2	18.706049
1.810000	0.2	17.241963
1.813333	0.2	15.903301
1.816667	0.2	14.687329
1.820000	0.2	13.586489
1.823333	0.2	12.591826
1.826667	0.2	11.694568
1.830000	0.2	10.886382
1.833333	0.2	10.159382
1.836667	0.2	9.506171
1.840000	0.2	8.919671
1.843333	0.2	8.392967
1.846667	0.2	7.919552
1.850000	0.2	7.493730
1.853333	0.2	7.110779
1.856667	0.2	6.766929
1.860000	0.2	6.459249
1.863333	0.2	6.185114
1.866667	0.2	5.941322
1.870000	0.2	5.723942
1.873333	0.2	5.529444
1.876667	0.2	5.355799
1.880000	0.2	5.202554
1.883333	0.2	5.070354
1.886667	0.2	4.960550
1.890000	0.2	4.875057
1.893333	0.2	4.816685
1.896667	0.2	4.789820
1.900000	0.2	4.799791
1.903333	0.2	4.849668
1.906667	0.2	4.936583
1.910000	0.2	5.051001
1.913333	0.2	5.179553
1.916667	0.2	5.308849
1.920000	0.2	5.427174
1.923333	0.2	5.523274
1.926667	0.2	5.585049
1.930000	0.2	5.601271
1.933333	0.2	5.565870
1.936667	0.2	5.481944
1.940000	0.2	5.362922
1.943333	0.2	5.229297
1.946667	0.2	5.102400
1.950000	0.2	4.999079
1.953333	0.2	4.929211
1.956667	0.2	4.895259
1.960000	0.2	4.892497
1.963333	0.2	4.910087
1.966667	0.2	4.934227
1.970000	0.2	4.952968
1.973333	0.2	4.960428
1.976667	0.2	4.957977
1.980000	0.2	4.951546
1.983333	0.2	4.947275
1.986667	0.2	4.948494
1.990000	0.2	4.955124
1.993333	0.2	4.965093
1.996667	0.2	4.976380
2.000000	0.2	4.988285
2.003333	0.2	5.002026
2.006667	0.2	5.020636
2.010000	0.2	5.047780
2.013333	0.2	5.085844
2.016667	0.2	5.134029
2.020000	0.2	5.187554
2.023333	0.2	5.238793
2.026667	0.2	5.279654
2.030000	0.2	5.304032
2.033333	0.2	5.310002
2.036667	0.2	5.300598
2.040000	0.2	5.281972
2.043333	0.2	5.260737
2.046667	0.2	5.242314
2.050000	0.2	5.229938
2.053333	0.2	5.224545
2.056667	0.2	5.225663
2.060000	0.2	5.232195
2.063333	0.2	5.242767
2.066667	0.2	5.256242
2.070000	0.2	5.272229
2.073333	0.2	5.290784
2.076667	0.2	5.311667
2.080000	0.2	5.334138
2.083333	0.2	5.357268
2.086667	0.2	5.380242
2.090000	0.2	5.402640
2.093333	0.2	5.424560
2.096667	0.2	5.446132
2.100000	0.2	5.466817
2.103333	0.2	5.485519
2.106667	0.2	5.501273
2.110000	0.2	5.513552
2.113333	0.2	5.522600
2.116667	0.2	5.530054
2.120000	0.2	5.538561
2.123333	0.2	5.550533
2.126667	0.2	5.567683
2.130000	0.2	5.591534
2.133333	0.2	5.624187
2.136667	0.2	5.668014
2.140000	0.2	5.723668
2.143333	0.2	5.788474
2.146667	0.2	5.856465
2.150000	0.2	5.919495
2.153333	0.2	5.969490
2.156667	0.2	6.001415
2.160000	0.2	6.015370
2.163333	0.2	6.016359
2.166667	0.2	6.011471
2.170000	0.2	6.006356
2.173333	0.2	6.003328
2.176667	0.2	6.001832
2.180000	0.2	6.000181
2.183333	0.2	5.997079
2.186667	0.2	5.992624
2.190000	0.2	5.988466
2.193333	0.2	5.986699
2.196667	0.2	5.988715
2.200000	0.2	5.994877
2.203333	0.2	6.004527
2.206667	0.2	6.016318
2.210000	0.2	6.028882
2.213333	0.2	6.041452
2.216667	0.2	6.054273
2.220000	0.2	6.068212
2.223333	0.2	6.084154
2.226667	0.2	6.103532
2.230000	0.2	6.129387
2.233333	0.2	6.166653
2.236667	0.2	6.221205
2.240000	0.2	6.297538
2.243333	0.2	6.395667
2.246667	0.2	6.508602
2.250000	0.2	6.621767
2.253333	0.2	6.716156
2.256667	0.2	6.775463
2.260000	0.2	6.793246
2.263333	0.2	6.775395
2.266667	0.2	6.736997
2.270000	0.2	6.695967
2.273333	0.2	6.666427
2.276667	0.2	6.654309
2.280000	0.2	6.656885
2.283333	0.2	6.665941
2.286667	0.2	6.672503
2.290000	0.2	6.671065
2.293333	0.2	6.661390
2.296667	0.2	6.647389
2.300000	0.2	6.634398
2.303333	0.2	6.626407
2.306667	0.2	6.624765
2.310000	0.2	6.628819
2.313333	0.2	6.637421
2.316667	0.2	6.649619
2.320000	0.2	6.664212
2.323333	0.2	6.679878
2.326667	0.2	6.695984
2.330000	0.2	6.712490
2.333333	0.2	6.729405
2.336667	0.2	6.746856
2.340000	0.2	6.765171
2.343333	0.2	6.784592
2.346667	0.2	6.804977
2.350000	0.2	6.825819
2.353333	0.2	6.846636
2.356667	0.2	6.867156
2.360000	0.2	6.887228
2.363333	0.2	6.906969
2.366667	0.2	6.926980
2.370000	0.2	6.948102
2.373333	0.2	6.970866
2.376667	0.2	6.995094
2.380000	0.2	7.020276
2.383333	0.2	7.046412
2.386667	0.2	7.073911
2.390000	0.2	7.102357
2.393333	0.2	7.130048
2.396667	0.2	7.155173
2.400000	0.2	7.177105
2.403333	0.2	7.196651
2.406667	0.2	7.215899
2.410000	0.2	7.237925
2.413333	0.2	7.265722
2.416667	0.2	7.300897
2.420000	0.2	7.342979
2.423333	0.2	7.388930
2.426667	0.2	7.433348
2.430000	0.2	7.470571
2.433333	0.2	7.497391
2.436667	0.2	7.514193
2.440000	0.2	7.524483
2.443333	0.2	7.533154
2.446667	0.2	7.543844
2.450000	0.2	7.557415
2.453333	0.2	7.572830
2.456667	0.2	7.588841
2.460000	0.2	7.604783
2.463333	0.2	7.620883
2.466667	0.2	7.638373
2.470000	0.2	7.658918
2.473333	0.2	7.684022
2.476667	0.2	7.715090
2.480000	0.2	7.753099
2.483333	0.2	7.797208
2.486667	0.2	7.843910
2.490000	0.2	7.888059
2.493333	0.2	7.924885
2.496667	0.2	7.951569
2.500000	0.2	7.967796
2.503333	0.2	7.975812
2.506667	0.2	7.980093
2.510000	0.2	7.986078
2.513333	0.2	7.998726
2.516667	0.2	8.022213
2.520000	0.2	8.060469
2.523333	0.2	8.116997
2.526667	0.2	8.193176
2.530000	0.2	8.285960
2.533333	0.2	8.387035
2.536667	0.2	8.484404
2.540000	0.2	8.565688
2.543333	0.2	8.621711
2.546667	0.2	8.648922
2.550000	0.2	8.650095
2.553333	0.2	8.633412
2.556667	0.2	8.609936
2.560000	0.2	8.590363
2.563333	0.2	8.582457
2.566667	0.2	8.589903
2.570000	0.2	8.612189
2.573333	0.2	8.644830
2.576667	0.2	8.680423
2.580000	0.2	8.711672
2.583333	0.2	8.734971
2.586667	0.2	8.751223
2.590000	0.2	8.764095
2.593333	0.2	8.778519
2.596667	0.2	8.799870
2.600000	0.2	8.832691
2.603333	0.2	8.878396
2.606667	0.2	8.933424
2.610000	0.2	8.990193
2.613333	0.2	9.040849
2.616667	0.2	9.081729
2.620000	0.2	9.115326
2.623333	0.2	9.147038
2.626667	0.2	9.179560
2.630000	0.2	9.211569
2.633333	0.2	9.241246
2.636667	0.2	9.269190
2.640000	0.2	9.297981
2.643333	0.2	9.329988
2.646667	0.2	9.365830
2.650000	0.2	9.404437
2.653333	0.2	9.444057
2.656667	0.2	9.483355
2.660000	0.2	9.521873
2.663333	0.2	9.559761
2.666667	0.2	9.597658
2.670000	0.2	9.636642
2.673333	0.2	9.677590
2.676667	0.2	9.720491
2.680000	0.2	9.764702
2.683333	0.2	9.810233
2.686667	0.2	9.858421
2.690000	0.2	9.910702
2.693333	0.2	9.967176
2.696667	0.2	10.026743
2.700000	0.2	10.088033
2.703333	0.2	10.150148
2.706667	0.2	10.213490
2.710000	0.2	10.280646
2.713333	0.2	10.356182
2.716667	0.2	10.444389
2.720000	0.2	10.545398
2.723333	0.2	10.651923
2.726667	0.2	10.749950
2.730000	0.2	10.824800
2.733333	0.2	10.869103
2.736667	0.2	10.886544
2.740000	0.2	10.889142
2.743333	0.2	10.891198
2.746667	0.2	10.903601
2.750000	0.2	10.930598
2.753333	0.2	10.970120
2.756667	0.2	11.017079
2.760000	0.2	11.066952
2.763333	0.2	11.117158
2.766667	0.2	11.166779
2.770000	0.2	11.215943
2.773333	0.2	11.265023
